"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","MAIN","NUMBRANCH","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","ACTCM25","ACTWR25","ACTWR75"
"Lawrenceburg","TN","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"32","35.239905","-87.335851","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Gastonia","NC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13","35.255515","-81.178335","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Burbank","CA","Council on Occupational Education","1",0,1,1,2,8,"12","34.180401","-118.303297","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Modesto","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"21","37.701963","-121.071015","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Baton Rouge","LA","NULL","1",0,1,1,3,5,"12","30.450368","-91.131883","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Austin","TX","Council on Occupational Education","1",0,1,1,3,6,"11","30.326455","-97.717865","12","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Houston","TX","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,6,"11","29.823623","-95.378633","12","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Hato Rey","PR","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,9,"11","18.417008","-66.046598","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Las Vegas","NV","National Accrediting Commission of Career Arts and Sciences","1",1,1,2,2,8,"11","36.193798","-115.164834","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Monroe","WI","Council on Occupational Education","1",0,1,2,3,3,"32","42.601717","-89.637643","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Perrysburg","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,3,"21","41.556265","-83.598514","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bozeman","MT","NULL","1",0,1,1,3,7,"33","45.679661","-111.042996","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.9474","NULL","NULL","NULL"
"Baton Rouge","LA","Council on Occupational Education","1",0,1,1,3,5,"21","30.367301","-91.024786","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Humacao","PR","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,9,"21","18.149582","-65.828111","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rio Grande","PR","Accrediting Commission of Career Schools and Colleges","1",1,1,2,3,9,"21","18.379417","-65.792572","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Honolulu","HI","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,3,8,"11","21.313602","-157.86111","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Marietta","GA","Council on Occupational Education","1",0,1,1,3,5,"13","33.928592","-84.479102","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bayamon","PR","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,9,"21","18.399291","-66.154995","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Charlotte","NC","Transnational Association of Christian Colleges and Schools","3",0,1,1,2,5,"11","35.242999","-80.802527","24","5","6","0","1","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Salt Lake City","UT","Accrediting Bureau of Health Education Schools","2",0,1,1,3,7,"12","40.76528","-111.890777","26","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Atlanta","GA","Council on Occupational Education","1",0,1,1,3,5,"21","33.613691","-84.447546","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wyncote","PA","Accrediting Bureau of Health Education Schools","1",0,1,1,3,2,"21","40.0974","-75.144761","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Salt Lake City","UT","Council on Occupational Education","1",0,1,1,3,7,"21","40.724925","-111.884177","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbia","SC","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"12","34.034284","-81.105042","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Washington","DC","Council on Occupational Education","1",0,1,1,3,2,"11","38.90113","-77.040391","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Casa Grande","AZ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"41","32.87795","-111.689601","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lafayette","LA","Council on Occupational Education","1",0,1,7,3,5,"12","30.182982","-92.074298","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Huntington","WV","Higher Learning Commission","1",0,1,1,1,5,"22","38.392635","-82.458186","8","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbia","SC","NULL","1",0,1,1,3,5,"21","34.074693","-80.944897","13","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tallahassee","FL","Southern Association of Colleges and Schools Commission on Colleges","3",0,0,2,2,5,"12","30.443866","-84.339","29","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Schaumburg","IL","Higher Learning Commission","3",0,1,3,3,3,"13","42.033191","-88.032424","18","5","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chicago","IL","Higher Learning Commission","NULL",0,1,1,2,3,"11","41.784721","-87.592682","28","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Mobile","AL","NULL","1",0,0,33,3,5,"12","30.675107","-88.136868","9","3","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Houston","TX","Higher Learning Commission","3",0,0,3,3,6,"11","29.728216","-95.548302","29","7","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Merced","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,1,8,"41","37.366237","-120.424944","16","12","13","0","0","0","0","1","1","0","0","0","NULL","0.6979","20","NULL","NULL"
"Houston","TX","Accrediting Commission of Career Schools and Colleges","1",0,0,15,2,6,"11","29.946769","-95.424881","23","10","6","0","1","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oviedo","FL","National Accrediting Commission of Career Arts and Sciences","1",0,0,7,3,5,"21","28.663679","-81.234215","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Las Vegas","NV","Accrediting Bureau of Health Education Schools","1",0,0,12,3,8,"12","36.114105","-115.102238","10","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Nashville","TN","Accrediting Commission of Career Schools and Colleges","1",0,0,15,2,5,"11","36.152337","-86.665629","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oklahoma City","OK","Accrediting Commission of Career Schools and Colleges","1",0,0,10,3,6,"11","35.611128","-97.563751","14","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fayette","MO","Higher Learning Commission","3",0,0,1,2,4,"32","39.150497","-92.685253","20","5","9","0","0","0","0","0","0","0","0","0","71","0.4545","NULL","NULL","NULL"
"Jersey City","NJ","NULL","3",0,0,34,3,2,"11","40.726763","-74.033131","29","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fort Worth","TX","NULL","1",0,0,4,3,6,"11","32.748285","-97.288869","13","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Riverside","CA","Accrediting Commission of Career Schools and Colleges","1",0,0,4,3,8,"11","33.9145","-117.485881","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Louisville","KY","NULL","3",0,0,34,3,5,"21","38.224504","-85.560664","22","0","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Orange Park","FL","NULL","2",0,0,4,2,5,"21","30.188775","-81.706086","29","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Houston","TX","NULL","1",0,0,7,2,6,"11","29.677415","-95.544702","-2","-2","-2","0","1","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Aguada","PR","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,9,"21","18.352602","-67.177147","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Conway","AR","National Accrediting Commission of Career Arts and Sciences","1",0,0,2,3,5,"13","35.109764","-92.445479","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"St Charles","MO","NULL","2",0,0,12,3,4,"13","38.791304","-90.550166","7","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"North Brunswick","NJ","NULL","1",0,0,3,3,2,"21","40.467138","-74.444265","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ipswich","MA","National Accrediting Commission of Career Arts and Sciences","1",0,0,4,3,1,"21","42.688622","-70.849391","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Westborough","MA","National Accrediting Commission of Career Arts and Sciences","1",0,0,4,3,1,"21","42.285984","-71.635686","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Plymouth","MA","National Accrediting Commission of Career Arts and Sciences","1",0,0,4,3,1,"21","41.958481","-70.704453","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Salt Lake City","UT","Accrediting Commission of Career Schools and Colleges","3",0,1,1,3,7,"12","40.766096","-111.890573","28","10","8","0","0","0","0","0","0","0","0","0","NULL","0.8379","NULL","NULL","NULL"
"Charlotte","NC","New England Commission on Higher Education","3",0,0,4,2,5,"11","35.233502","-80.851208","23","10","11","0","1","0","0","0","0","0","0","0","NULL","0.8414","NULL","NULL","NULL"
"St. Louis","MO","NULL","2",0,0,5,3,4,"21","38.635397","-90.392161","12","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Henderson","NV","Northwest Commission on Colleges and Universities","3",0,1,1,2,8,"11","36.073182","-115.064633","26","11","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Port Saint Lucie","FL","Accrediting Bureau of Health Education Schools","1",0,0,4,3,5,"12","27.3016","-80.303751","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Manassas","VA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"21","38.794493","-77.514594","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Burley","ID","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,7,"33","42.546938","-113.792788","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Exton","PA","Accrediting Commission of Career Schools and Colleges","1",0,0,3,3,2,"21","40.070513","-75.685133","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Spartanburg","SC","National Accrediting Commission of Career Arts and Sciences","1",0,0,4,3,5,"13","34.923366","-81.972727","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbia","SC","National Accrediting Commission of Career Arts and Sciences","1",0,0,4,3,5,"12","33.964545","-80.942005","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Arlington","VA","Southern Association of Colleges and Schools Commission on Colleges","NULL",0,1,1,2,5,"12","38.855847","-77.051354","26","0","18","0","0","0","0","0","0","0","0","0","30","NULL","NULL","NULL","NULL"
"Shelton","CT","Accrediting Commission of Career Schools and Colleges","1",0,0,6,3,1,"21","41.271974","-73.132014","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Las Vegas","NV","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"11","36.203875","-115.255585","13","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chicago","IL","Accrediting Council for Continuing Education & Training","1",0,1,1,3,3,"11","41.878063","-87.62572","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Roseville","MN","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,3,4,"21","45.015332","-93.18106","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tucson","AZ","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,3,6,"11","32.264559","-110.929118","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ave Maria","FL","Southern Association of Colleges and Schools Commission on Colleges","3",0,1,1,2,5,"42","26.335983","-81.438945","21","13","11","0","0","0","0","0","0","0","0","0","30","0.4212","21","NULL","NULL"
"Alton","IL","Council on Occupational Education","1",0,1,1,3,3,"23","38.927494","-90.175979","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Yuba City","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"13","39.13994","-121.652227","13","3","1","0","0","0","0","0","0","0","0","0","NULL","1","NULL","NULL","NULL"
"Altamonte Springs","FL","Accrediting Bureau of Health Education Schools","1",0,1,1,3,5,"21","28.66306","-81.375722","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lancaster","CA","Council on Occupational Education","1",0,1,1,3,8,"21","34.678236","-118.15638","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Spring Hill","FL","Accrediting Bureau of Health Education Schools","1",0,0,2,3,5,"22","28.452699","-82.595376","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lansing","MI","Council on Occupational Education","1",0,1,3,3,3,"12","42.699106","-84.53728","9","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Redlands","CA","Transnational Association of Christian Colleges and Schools","2",0,1,1,2,8,"13","34.082673","-117.139951","1","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Culpeper","VA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,1,5,"32","38.471536","-77.994953","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bloomfield","NJ","Accrediting Commission for Acupuncture and Oriental Medicine","1",0,1,1,3,2,"21","40.79361","-74.19716","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Springdale","AR","Association for Bibical Higher Educaiton","3",1,1,1,2,5,"41","36.2141","-94.236643","24","13","8","0","0","0","0","0","0","0","0","0","42","0.5646","NULL","NULL","NULL"
"Lexington","KY","Council on Occupational Education","1",0,1,1,2,5,"11","37.982131","-84.483346","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Skokie","IL","Accrediting Bureau of Health Education Schools","1",0,1,2,3,3,"13","42.059097","-87.74816","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","1","NULL","NULL","NULL"
"Everett","WA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"12","47.909189","-122.221962","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Port Huron","MI","National Accrediting Commission of Career Arts and Sciences","1",0,1,2,3,3,"23","42.978839","-82.458848","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Union","NJ","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,2,"21","40.696519","-74.268253","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.7857","NULL","NULL","NULL"
"New Cumberland","WV","Council on Occupational Education","1",0,1,1,1,5,"41","40.53276","-80.620719","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Pasadena","CA","National Association of Schools of Music","2",0,1,1,3,8,"12","34.139293","-118.150113","30","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Capitol Heights","MD","Transnational Association of Christian Colleges and Schools","3",0,1,1,2,2,"21","38.86348","-76.942465","24","5","6","0","0","0","0","0","0","0","0","0","54","NULL","NULL","NULL","NULL"
"Meadville","PA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,2,2,"32","41.644301","-80.157484","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Aguada","PR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,9,"21","18.379277","-67.187941","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Nashville","TN","Accrediting Commission of Career Schools and Colleges","2",0,1,2,3,5,"11","36.15039","-86.790448","11","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Overland","MO","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,4,"21","38.685459","-90.361172","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Orlando","FL","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,5,"21","28.44862","-81.399661","7","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Irvine","CA","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,8,"11","33.678879","-117.857636","26","12","9","0","0","0","0","0","0","0","0","0","NULL","0.5787","NULL","NULL","NULL"
"Sweetwater","FL","Council on Occupational Education","1",0,1,1,3,5,"21","25.767091","-80.370117","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Omaha","NE","Accrediting Bureau of Health Education Schools","1",0,1,1,3,4,"11","41.339162","-95.961539","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Monroe","NY","Association of Advanced Rabbinical and Talmudic Schools","3",0,1,1,2,2,"21","41.333864","-74.161179","24","11","10","0","0","0","0","0","0","0","1","0","80","NULL","NULL","NULL","NULL"
"Columbia","SC","NULL","NULL",0,1,1,2,5,"12","34.039816","-81.033046","-2","-2","-2","0","0","0","0","0","0","0","0","0","47","NULL","NULL","NULL","NULL"
"Harrisburg","PA","Middle States Commission on Higher Education","3",0,1,1,2,2,"13","40.26193","-76.880261","18","10","14","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Logan","UT","Accrediting Commission of Career Schools and Colleges","2",0,0,7,2,7,"13","41.718039","-111.835961","23","10","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Martinsburg","WV","Higher Learning Commission","1",0,1,1,1,5,"41","39.43529","-78.001918","3","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tukwila","WA","NULL","3",0,0,2,3,8,"21","47.450291","-122.255062","30","11","6","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Shreveport","LA","NULL","NULL",0,0,3,3,5,"12","32.485049","-93.70316","10","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chambersburg","PA","National Accrediting Commission of Career Arts and Sciences","1",0,0,2,3,2,"13","39.935077","-77.665359","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ormond Beach","FL","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"13","29.270088","-81.080155","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Horn Lake","MS","Accrediting Commission of Career Schools and Colleges","1",0,0,6,3,5,"21","34.956265","-89.999195","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Diego","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,1,1,3,8,"11","32.7769","-117.154904","19","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bakersfield","CA","NULL","1",0,0,2,3,8,"11","35.337339","-119.03794","9","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Clovis","CA","NULL","1",0,0,2,3,8,"21","36.807193","-119.708287","13","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Avondale","AZ","National Accrediting Commission of Career Arts and Sciences","1",0,0,10,3,6,"22","33.463388","-112.274477","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Littleton","CO","National Accrediting Commission of Career Arts and Sciences","1",0,0,8,3,7,"21","39.608128","-105.097089","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Aurora","CO","National Accrediting Commission of Career Arts and Sciences","1",0,0,8,3,7,"11","39.695935","-104.792572","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","NULL","1",0,0,7,2,3,"11","39.934302","-82.869207","-2","-2","-2","0","1","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Draper","UT","Accrediting Bureau of Health Education Schools","2",0,0,2,3,7,"21","40.527932","-111.892792","26","11","6","0","0","0","0","0","0","0","0","0","NULL","0.8596","NULL","NULL","NULL"
"Los Angeles","CA","NULL","3",0,0,26,3,8,"21","33.92828","-118.373216","20","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Miramar","FL","NULL","3",1,0,21,3,5,"21","25.973847","-80.350723","23","11","6","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Moore","OK","Accrediting Commission of Career Schools and Colleges","1",0,0,10,3,6,"21","35.339154","-97.478449","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Norwood","MA","Accrediting Commission of Career Schools and Colleges","1",0,0,6,3,1,"21","42.209969","-71.202405","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Layton","UT","Accrediting Bureau of Health Education Schools","1",0,0,2,3,7,"21","41.073374","-111.973885","23","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"New York","NY","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"11","40.75189","-73.980311","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Jasper","TX","National Accrediting Commission of Career Arts and Sciences","1",0,0,2,3,6,"33","30.908648","-94.004879","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Emeryville","CA","Accrediting Commission of Career Schools and Colleges","3",0,1,1,3,8,"21","37.847631","-122.2954","30","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"West Monroe","LA","Council on Occupational Education","1",0,0,7,3,5,"22","32.506463","-92.129419","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bellevue","KY","NULL","2",0,0,2,3,5,"21","39.103456","-84.487349","14","6","6","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Fall River","MA","NULL","1",0,0,6,3,1,"21","41.69847","-71.153315","-2","-2","-2","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Manchester","NH","NULL","1",0,0,2,3,1,"12","42.997766","-71.468777","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Beaver","WV","Higher Learning Commission","2",0,1,1,1,5,"23","37.76767","-81.136085","8","3","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Houston","TX","Accrediting Bureau of Health Education Schools","1",0,0,5,3,6,"11","29.701897","-95.517146","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chula Vista","CA","Accrediting Council for Continuing Education & Training","1",0,0,9,3,8,"21","32.640752","-117.080082","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"West Covina","CA","Accrediting Council for Continuing Education & Training","1",0,0,9,3,8,"21","34.075984","-117.90946","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Palm Springs","CA","NULL","1",0,0,2,3,8,"21","33.821901","-116.519222","13","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lawrenceville","GA","Southern Association of Colleges and Schools Commission on Colleges","3",0,1,1,1,5,"21","33.979409","-84.00459","22","7","12","0","0","0","0","1","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Phoenix","AZ","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,3,6,"11","33.52289","-112.068783","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tucson","AZ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"11","32.278944","-110.996047","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Canoga Park","CA","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"11","34.197566","-118.601794","10","0","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Temple City","CA","Council on Occupational Education","1",0,1,1,3,8,"21","34.091838","-118.04358","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Los Angeles","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"11","34.044739","-118.309491","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lakewood","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"21","33.860528","-118.143809","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ontario","CA","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"12","34.068204","-117.583814","10","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
